,writer,date,review
174,"한국동서발전
· i*********","작성일
2019.05.07.",고마워 한국떡형 일단 출근을 해야해서 통증완화된느한방병원오게됬는데 통원치료는 척추병원으로가야겠다 디스크 무서운놈이야
175,"한국수력원자력
· l********","작성일
2020.02.29.",칼안대는게 최고지
176,"NEXON
· V*****","작성일
2020.01.24.",근육을 키워야지..
177,"이랜드월드
· l*********","작성일
2022.12.17.",물리치료사 태그
178,"야놀자
· e*****
작성자","작성일
5일",오케이 메모!
179,"LG전자
· s*****
작성자","작성일
2021.11.09.",추천들 감사합니다!
180,의사 · /*********,"작성일
08.13","CT는 뼈를 보고 MR은 디스크 같은 연부조직을 보는건데 CT에서 척추랑 척추 사이가 좁아 보이니깐 그 안에 있는 디스크가 튀어나왔을 수 있다고 생각해서 찍어보라고 하는거

근데 디스크가 있다고 한들 치료는 우선 대증치료 하고 정말정말 안될 때에만 수술이라 벌써 걱정 안해도 됨"
181,"부산교통공사
· i*********","작성일
02.23","하루에 외래진료 예약자 몇명 당일 몇명 이렇게 정해놓고 진료보셨던걸로 기억합니다 예약하면 몇달후에 진료볼수있다는 얘기 듣고 새벽에 줄서서 당일 진료받았어요
본인은 아니고 가족이고요 블로그에 후기도 있던데 참고하세요"
182,"한국철도공사
· 용******","작성일
01.04","양치도 못할 정도로 아팟고
병원에서 수술하잿는데 운동으로 극복"
183,"한국철도공사
· i******","작성일
2019.11.15.",k7인가
184,"한국수력원자력
· 밸***","작성일
2019.07.20.",내 생각엔 윈도우 업데이트파일이 다 먹고있을거같은데
185,물리치료사 · u*****,"작성일
2022.01.28.",디스크 환자분들은 유튜브 피지컬갤러리 가시면 옛날 영상에 잘 정리되있습니다. 그거 보시고 참고하시면 좋습니다 ㅎㅎ
186,"기업은행
· h*********","작성일
2021.03.07.",높으신분들 아들 군대 면제 시켜주는 등 병명 조작해주고 돈받는 병원 찾는거지?
187,"공무원
· i*********","작성일
2021.08.22.","웬만하면 안하는게 좋음. 나도 테니스치다가 허리나가서 고생함.
젊으면 웬만해서는 1~2년 후 자연치유되는데 한번 디스크 터지면 재발이 쉬워서 완치가 아니라 유지의 개념이야. 생활습관 자체를 싹 바꿔야함"
188,"삼성엔지니어링
· 삐***
작성자","작성일
04.30",오키!!
189,"한국수력원자력
· i*******
작성자","작성일
2022.03.20.",헐 딱 지인 이야기네 ㄷㄷ
190,"한국철도공사
· 지******","작성일
2021.02.15.",글치 300정도였는데 240정도 받은거같아
191,"약사 · P*******
작성자","작성일
2022.05.04.",친구분께 연락을 부탁좀 .. 🥺
192,"CJ제일제당
· 쭤","작성일
01.11","조심해..
나도 저번에 다리 한쪽씩 올리는 스트레칭하다 디스크 생겼는데 낫는데 좀 걸림.
종합검진할때 허리ct찍었는데 디스크 탈출소견나옴"
193,"LG에너지솔루션
· l*********","작성일
2021.03.23.",초기면 재활치료 받으면서 재활 운동하면 금방 나아요. 디스크는 관리 영역입니다. 병원에서도 완치는 불가.
194,"이마트
· l*********","작성일
2022.12.22.",으.. 사진보니까 일하면서본 등뼈 보는거갔아..ㅜㅜ
195,의사 · |*********,"작성일
2022.04.18.",ㅋㅋ
196,"경찰청
· 쇠***","작성일
2022.03.20.",안 옴!
197,"한국철도공사
· 민******","작성일
01.18",부럽다
198,"NH농협은행
· i******
작성자","작성일
2020.02.24.",오늘 갔다가 신경검사 하더니 저렇게 말씀해주시는데... 어떡하죠? ㅠ 계속 물치 받아야하나용
199,"HD현대오일뱅크
· l******","작성일
09.02",스토리게임 많이하고 클리어한겜 소장가치 못느끼면 디스크로 사서 중고로파는게 겜 싸게할수있으니 장기적으로 이득임. 중고겜 cd사면 더 돈아낄수있고
200,"삼성전자
· l*********","작성일
2018.04.24.",비수술 치료는 주사로 액을 집어넣는 건데 일시적 효과믄 있습니다. 결국 운동이 답입니다. 사내 근골격센터 다니는데 매우 효과있습니다.
201,"DB손해보험
· i*********","작성일
2021.11.01.",피해자 한명 추가요~!
202,"가톨릭중앙의료원
· S********","작성일
2021.09.06.",어치피 증상 완화제일뿐 치료제가 아님
203,"골프존
· 레*****","작성일
2022.02.01.",누워 쉬자 ㅠㅠ
204,"한국전력공사
· l*********","작성일
01.27",자전거는 허리에 안좋습니다. 걷기를 하세요.
205,"대우조선해양
· 군*******","작성일
04.18",이거적고있을때 병원가겠다
206,"공무원
· l*********","작성일
06.15",게이임???
207,"티웨이항공
· l********
작성자","작성일
2020.09.20.",감사합니다
208,"현대모비스
· 전*******
작성자","작성일
2022.01.05.",ㅠㅠ 😭
209,"가톨릭중앙의료원
· 김****
작성자","작성일
2021.04.05.",넵 ㅠㅠㅠ감사햐여ㅠㅠ
210,"한국산업기술시험원
· 나**","작성일
2020.10.23.",신고에 의해 숨김 처리 되었습니다.
211,"올림푸스한국
· W*****","작성일
03.13",형 길건너에서 일하고 있어 당근 고!?!
212,새회사 · 수*****************,"작성일
2020.08.14.",노 상관
213,"충남대학교병원
· 핑**","작성일
2019.10.08.",마비까지 될 정도면 얼른 수술해야지
214,"서울교통공사
· 또*****
작성자","작성일
2020.10.22.",간지는 8000됐어
215,변호사 · 반*******,"작성일
2022.01.17.",그래서 엄청 고민하다가 나의 게으름을 알기에 초음파로 샀지
216,"새회사
· 헐***
작성자","작성일
2020.05.07.",아프지 말지 횽
217,"삼성전자서비스
· 아*******","작성일
2020.05.29.",데이터복구업체 ㄱㄱㄱ 명정보기술 알아보시는게... 가격은 비싸도 기술력은 대한민국 1등 같음
218,"가톨릭중앙의료원
· !********","작성일
2021.08.23.",정형외과 전문의 쌤들 처방과 조언 따르는게 최고 베스트임👍👍
219,"S-OIL
· 애*****
작성자","작성일
2020.10.24.","선생님은 어떤 스트레칭, 운동 하시나요?"
220,"새회사 · !********
작성자","작성일
2020.06.08.",네 고마워요 ㅜㅠ
221,새회사 · 멈*******,"작성일
2022.06.11.","피지오? 퍼포면스? 그런 센터 가보세요.
저 가는데도 재활, 선수들 부상회복 등 케어해주는데 디스크 방사통, 저림 잇던거
운동하고 아주 좋아졌어요. 특히 저린거 물치 몇번 보다 운동 일이주가 훨 효과 좋앗음"
222,"근로복지공단
· K******","작성일
2021.11.26.",신청상병명과 재해경위가 상당인과관계 없...
223,"동양피스톤
· s********","작성일
2017.10.22.","저속 브렉에선 안나고 고속에서 풀브렉아닐때 심하신가요?
브렉오일에 기포부터 빼보시고 계속
나시면 디스크랑 패드가 과하실듯
얼라인 잘 안맞춰지는 차에 (사고차, 변형차, 노후차)과한브레이크 달으시면 고속에서 패드가 디스크는 꽉잡는데 다른하체가 못잡아줘서 그럴지도...
패드를 좀 싸구려껴보세요"
224,"현대로템
· l*****
작성자","작성일
2022.06.07.",기왕사는거 씨디가 나아 보이긴 하네 ㅠㅠ
225,"새회사 · O****
작성자","작성일
2022.12.18.",몰라쏘요
226,"락앤락
· 경***","작성일
06.16",어차피 거긴 한국 관광객들 자주 가느 ㄴ곳 아니라 타격도 없을 듯.(가긴가지만..) 구글 리뷰에 잘 적길.
227,의사 · 대*******,"작성일
05.25",아직 욕심부리지마세요
228,스타트업 · x*****,"작성일
02.11","나도 그래.
근데 그거 업보더라. 형도 뭔가 있을거임."
229,"국민은행
· t*********
작성자","작성일
2021.10.11.","다들 자세 이야기해주시는데, 바른자세가 제일 힘든것 같아요. 첨엔 의식하다가 나중엔 무너져있고."
230,"삼성엔지니어링
· d******","작성일
06.27","나도 똑같은데 자세가 무조건 0번
평소 자세 체크 잘 하고 몸무게 안늘게 조심하고"
231,"서울특별시교육청
· I*********","작성일
2022.12.28.",건강관리협회에서 찍으세요! 훨씬 저렴해요
232,"국민건강보험공단
· M****","작성일
2019.07.08.",제발 나한테 쪽지 좀 해봐 유경험자야
233,"삼성디스플레이
· 천*****","작성일
02.07","반듯하게 서있으려는 자세도 허리에 힘 필요함
다리힘이 100이고 허리힘이 50이라고하면 50이상의 스퀏은 다침
그러니 허리에 좋다는 운동보다
허리에 부담이 덜 되는 운동으로 허리 주변 근육을 강화시키고 점점 허리 방향으로 가져가면 됨
디스크 수술하고 1년간 맨몸 2년차부터 기구 조금씩하다 10년 넘어가니까 한번씩 스퀏 데드도 함 빈도는 낮음"
234,"국민건강보험공단
· 행***","작성일
03.29",엑스레이로는 모른건디
235,"한국노바티스
· 한*****","작성일
2022.01.29.",자전거는 타면 허리아파요 타지마세요..러닝머신 걸으세요..
236,"공무원
· 피****","작성일
2019.02.04.",나 목 불편해서 잠도 잘 못잘 정도라 mri 찍고 디스크 판정... 지금은 잘 관리해서 통증 전혀 없어! 일단 회사 모니터 위치랑 의자 높이 조절부터 해야하구 제일 중요한 건 스트레칭인데 목을 앞으로 숙이거나 양 옆으로 늘리는 건 금물이야. 맥킨지 신전운동이라고 그것만 수시로 열심히 해. 백년목이라구 목디스크 책 쓴 의사가 한 조언이 많이 도움됐으니 한번 찾아봐ㅎ
237,새회사 · l*********,"작성일
08.06",나는 거북목이라서 등운동 추천받앗어 나머지는 몰겟네
238,"공무원
· 팝****
작성자","작성일
2021.02.18.","ㅠㅠ 검사해볼까? 아직 나이도 젊은데
평소 꼬리뼈로 앉아버릇해서 더그렇게 됐나봐"
239,"공무원
· i*********","작성일
03.03","5주면 형
변호사선임해 알아서 다해줘
괘씸하다고 민사 형사 둘다 괴롭혀주고싶다해"
240,"아우토플라츠
· f***","작성일
03.03",저릿저릿..
241,"한샘
· g******
작성자","작성일
01.04","형님들 조언과 정선근교수님의 말씀으로 오늘도
부상없이 잘조지고 왔습니다
감사합니다!"
242,"COUPANG
· 으****","작성일
2022.07.29.","멋지네 눈나~
예랑이 완전 감동하겠다 ㅎ"
243,새회사 · I**,"작성일
06.20",수술은 받으셨나요? 지금은 어떠신가요? 저희 어머니도 목디스크 수술 받았었는데 다시 안 좋아지셔서 한방병원에서 관리 받고 좋아지셨어요. 이게 수술을 하더라도 결국에는 계속 몸을 쓰다보니까 관리가 필수더라고요. 어머니 혹시나 지금도 불편하시면 한방치료도 받아 보시라고 남겨봅니다.
244,"팬오션
· |*******","작성일
06.12",그렇다고 척출이라고 할순 없잖아
245,"진에어
· i********","작성일
2020.03.24.",의사소견이 교통사고 아니라하면 방법이 없음.. ㅠ
246,"공무원
· T*****","작성일
2020.12.25.",나 며칠 전에 그래서 반신 불수 되는 줄 알고 와이프한테 작별인사도 했는데 병원가니까 근육이 뭉친 거라고 주사 한방 맞으니 3일만에 금방 나음
247,새회사 · s******,"작성일
2022.04.18.",15년식 소나타에요
0,목디스크 5번6번,2023.09.10. 11:06,안녕하세요 8월 31일에 목디스크가 터져 팔이 잘안올라가고 통증과 저림이 있어 ㅊㅍㄹㅂㅇ에 ㅇㅊㅈ 원장님에게 목디스크 진단을 받았고 5번6번이 1/3 이상 터져서 신경성형술을 받게 되었습니다그런데 처음에는 통증이 없다가 이틀후부터 잠을 못잘정도로 통증이 지속되었고 잠을 잘려고해도 가슴 두근거림과 통증 그리고 몸이 움찔거려 계속 잠들기전에 깨기를 반복했었습니다 통증이 너무 심하여 병원에 애기하니 원래 아프다하여 경과를 지켜봤었는데 후에도 통증이 심하여 3일 입원하여 근육이완제와 물리치료 도수치료를 받자고 하여 받았습니다그런데 도수치료중 머리가 어지럽고 목이 닿을때 순간적으로 목 등통증은 사라지고 목에서 싸해지는 느낌이 들면서 온몸에 신경통?방사통 느낌이 들었고 말씀을 드리니 현재 목에 근육이 없어서 연관통이 왔다고 하였습니다 또 통증과 증상으로 잠을 못자서 수면제를 먹는데 먹어도 몇시간밖에 못자더라구요 ㅠ 이후에도 눕거나 목을 만지면 잠깐 등통증이 바로 반응이 왔었고 잠을 잘때 몸 전체에 힘이 빠지는듯한 느낌의 신경통과 발목도 신경통?마비? 비슷하게 불편한 느낌이 계속 오고있습니다이후 치료받으며 긴장이 풀리니 목 등통증이 조금 나아지나 싶엇는데 퇴원후에 통증이 지속되었습니다 의자에 앉아도 이런증상이 나오니 혹시나 잘못 되었나 싶어서 항상 불안에 살고 있습니다 어제부터 신전운동을 꾸준히 하고있고걷기운동도 하는데 다리에 힘이 많이 없어지고 오래 못걷겠더라구요현재 등 목 통증은 지속되고있고 누우면 통증이 심해지고 누워있으면 위에 말씀드린거와 같이 몸전체 신경통이 오면서 몸이 불편하며 잠을 못자고있습니다 몸무게는 5kg정도 빠졌고 아직까지 손가락저림은 없고 오늘 어깨바로밑에 이두삼두? 팔부분에 갑작스런 방상통이 심하게 나타났습니다 신경성형술 부작용이나 효과가 없는걸까요 ㅠ? 또 누울때 아픈건 배게가 잘못된걸까요 원장님이 처음에 4주 진단을 해주셨었고 일주일뒤로는 많이 좋아질거라고 하는데 현재 그렇지가 않아서 불안하네요ㅠ 혹시나 이후로 시술로도 회복이 안되면 자연적으로라도 디스크가 회복이 될까요ㅠ 증상이 더 심해질까봐 너무 무섭네요 ㅠㅠ
1,고읍동불주먹,2023.09.09. 22:16,"임신하고나서 허리디스크가 생기는바람에약물,주사치료도 못 받고 강제적인 보존치료?하면서디스크가 엄청 악화되서 현재 출산하고나서는방사통,다리저림이 심해동네병원,종합병원,한의원을 다니면서치료를 받았지만 아무런 효과를 보지못하고 다 시술을권해서 대학병원 진료예약을 잡앗어요.ㅁㅂㄱ교수님이 호랑이선생님이라고 익히알고있어서설렘반 두려움반으로 진료실에 들어갔는데역시 소문대로 앉아계시는 포스부터 뭔가척추장인?같았어요ㅎㅎㅎㅎ저는 디스크 4기라는 진단을 받았는데남들보다 신경굵기가 굵어서 그나마 다행이라고하셨죠ㅠㅠ수술은 제가 원하지 않는다했고 통증이 심하니시술이라도 할까요?하니 본인이 하고 싶으면 하라고하시면서 제가 신경성형술은 어떠냐고 물어봤어요.그랫더니 교수님께서 그건 더이상 말 안하겠다며돈 많으면 하시라더라구요^^;그러면 전 어떻게 해야하나요?라고 여쭤보니평생 그렇게 살아야죠 하셨어요그말들으니 눈물이 왈칵ㅜㅜ교수님께서 일단 약을 줄테니 먹어봐라내가 이바닥 35년이다 라고 말씀하시면서그만 가라고 하시면서 진료끝낫어요ㅜㅜ무뚝뚝한 진료에 조금 속상했지만,,,뭔가 정말 방사통이란 고통에서 벗어주실것같은믿음이 생겨서 일단 약물치료하려구요!!약먹고 무통되엇음 좋겠네요ㅜㅜ"
